customer_id,invoice_id,product_name,quantity,unit_price,total_amount,transaction_date,country
CUST0449,INV967911,Mouse,3,388.38,1165.1399999999999,2025-10-23 22:46:31,France
CUST0841,INV235532,Phone,1,433.93,433.93,2026-02-01 22:46:31,Germany
CUST0293,INV925346,Phone,3,69.8,209.39999999999998,2025-12-29 22:46:31,USA
CUST0990,INV739487,Phone,4,249.34,997.36,2025-10-07 22:46:31,UK
CUST0175,INV403856,Laptop,3,754.66,2263.98,2025-11-17 22:46:31,USA
CUST0005,INV315943,Headphones,2,829.33,1658.66,2025-10-31 22:46:31,UK
CUST0667,INV479819,Laptop,5,457.46,2287.2999999999997,2026-02-25 22:46:31,UK
CUST0553,INV474379,Mouse,5,17.1,85.5,2025-11-16 22:46:31,Australia
CUST0053,INV218821,Laptop,3,103.77,311.31,2025-08-22 22:46:31,France
CUST0297,INV623839,Laptop,4,353.88,1415.52,2026-01-19 22:46:31,France
CUST0400,INV191305,Phone,3,342.44,1027.32,2026-03-28 22:46:31,Australia
CUST0446,INV681134,Laptop,1,151.75,151.75,2025-04-16 22:46:31,UK
CUST0312,INV235335,Headphones,4,667.05,2668.2,2025-05-22 22:46:31,USA
CUST0209,INV459146,Tablet,4,838.91,3355.64,2026-02-20 22:46:31,France
CUST0311,INV595748,Tablet,5,562.06,2810.2999999999997,2026-03-04 22:46:31,Australia
CUST0262,INV647346,Laptop,3,409.9,1229.6999999999998,2025-08-05 22:46:31,UK
CUST0357,INV820268,Headphones,5,244.88,1224.4,2025-08-09 22:46:31,Germany
CUST0879,INV672595,Laptop,3,619.09,1857.27,2025-10-17 22:46:31,UK
CUST0270,INV866647,Headphones,2,545.65,1091.3,2025-09-29 22:46:31,France
CUST0919,INV397347,Laptop,5,214.61,1073.0500000000002,2026-02-02 22:46:31,Australia
CUST0415,INV228143,Keyboard,1,392.92,392.92,2025-05-19 22:46:31,France
CUST0070,INV992359,Mouse,2,394.27,788.54,2026-03-07 22:46:31,France
CUST0504,INV988863,Phone,4,123.84,495.36,2026-02-22 22:46:31,UK
CUST0279,INV639637,Phone,4,664.78,2659.12,2025-12-21 22:46:31,France
CUST0705,INV486032,Headphones,4,432.76,1731.04,2025-12-28 22:46:31,Germany
CUST0383,INV844914,Mouse,2,37.29,74.58,2026-01-29 22:46:31,UK
CUST0021,INV404712,Keyboard,4,660.94,2643.76,2026-01-10 22:46:31,Germany
CUST0179,INV154577,Laptop,5,527.2,2636.0,2026-01-14 22:46:31,Germany
CUST0612,INV746015,Keyboard,2,192.17,384.34,2025-11-13 22:46:31,Australia
CUST0105,INV989452,Keyboard,2,834.25,1668.5,2025-07-25 22:46:31,Germany
CUST0078,INV793706,Laptop,2,998.21,1996.42,2025-11-06 22:46:31,USA
CUST0252,INV272575,Mouse,3,819.2,2457.6000000000004,2025-05-20 22:46:31,Germany
CUST0907,INV605829,Headphones,3,978.64,2935.92,2025-09-01 22:46:31,UK
CUST0897,INV507357,Phone,3,761.62,2284.86,2025-09-22 22:46:31,Australia
CUST0641,INV291712,Mouse,3,241.98,725.9399999999999,2026-03-22 22:46:31,USA
CUST0367,INV570089,Tablet,4,354.35,1417.4,2025-05-14 22:46:31,Germany
CUST0347,INV465804,Headphones,3,22.45,67.35,2026-01-20 22:46:31,Germany
CUST0412,INV276173,Laptop,4,290.35,1161.4,2026-04-02 22:46:31,Australia
CUST0183,INV890933,Laptop,2,995.26,1990.52,2025-04-25 22:46:31,UK
CUST0874,INV288530,Keyboard,2,272.75,545.5,2025-10-06 22:46:31,France
CUST0678,INV593001,Headphones,3,244.79,734.37,2025-04-19 22:46:31,USA
CUST0023,INV885282,Headphones,2,163.18,326.36,2025-09-30 22:46:31,Canada
CUST0723,INV654508,Phone,2,996.03,1992.06,2025-04-19 22:46:31,UK
CUST0317,INV981446,Tablet,5,175.65,878.25,2025-06-27 22:46:31,Canada
CUST0492,INV141559,Phone,5,485.24,2426.2,2026-02-26 22:46:31,Australia
CUST0325,INV970848,Headphones,2,33.13,66.26,2026-03-27 22:46:31,UK
CUST0047,INV972003,Keyboard,2,828.47,1656.94,2026-04-01 22:46:31,France
CUST0173,INV970509,Mouse,5,230.31,1151.55,2025-04-15 22:46:31,France
CUST0532,INV645378,Tablet,4,245.88,983.52,2025-08-15 22:46:31,USA
CUST0548,INV213810,Laptop,5,121.39,606.95,2025-07-13 22:46:31,USA
CUST0527,INV902701,Phone,3,826.57,2479.71,2025-10-23 22:46:31,Germany
CUST0704,INV653018,Phone,2,431.62,863.24,2026-03-13 22:46:31,Canada
CUST0557,INV335913,Headphones,4,873.68,3494.72,2025-10-25 22:46:31,Canada
CUST0102,INV352565,Laptop,3,288.17,864.51,2025-04-22 22:46:31,Germany
CUST0653,INV765724,Headphones,1,375.83,375.83,2025-07-14 22:46:31,Germany
CUST0075,INV946343,Phone,2,413.87,827.74,2025-05-25 22:46:31,UK
CUST0574,INV502448,Tablet,2,601.26,1202.52,2026-01-09 22:46:31,France
CUST0630,INV790847,Laptop,4,838.01,3352.04,2025-08-03 22:46:31,Australia
CUST0978,INV271454,Keyboard,5,252.27,1261.3500000000001,2025-05-17 22:46:31,France
CUST0304,INV751234,Headphones,3,362.25,1086.75,2025-12-06 22:46:31,France
CUST0597,INV961999,Headphones,1,421.67,421.67,2025-04-26 22:46:31,France
CUST0555,INV348070,Mouse,2,379.45,758.9,2025-05-15 22:46:31,UK
CUST0720,INV104566,Phone,1,610.09,610.09,2025-07-11 22:46:31,Australia
CUST0944,INV399684,Laptop,5,842.2,4211.0,2025-05-17 22:46:31,USA
CUST0512,INV180091,Laptop,5,560.32,2801.6000000000004,2025-10-20 22:46:31,UK
CUST0094,INV898518,Tablet,3,789.69,2369.07,2026-04-02 22:46:31,USA
CUST0362,INV828068,Headphones,3,677.41,2032.23,2025-12-23 22:46:31,Australia
CUST0794,INV279962,Laptop,5,609.15,3045.75,2025-10-26 22:46:31,Australia
CUST0753,INV599422,Phone,3,698.75,2096.25,2026-03-15 22:46:31,France
CUST0831,INV714425,Laptop,1,724.75,724.75,2025-08-27 22:46:31,USA
CUST0413,INV467259,Tablet,5,564.98,2824.9,2025-06-29 22:46:31,USA
CUST0400,INV260056,Headphones,4,582.79,2331.16,2025-11-16 22:46:31,UK
CUST0802,INV866490,Keyboard,3,347.0,1041.0,2025-09-08 22:46:31,Germany
CUST0942,INV937282,Laptop,4,120.71,482.84,2026-03-18 22:46:31,Canada
CUST0007,INV130977,Keyboard,4,492.47,1969.88,2026-02-04 22:46:31,Australia
CUST0286,INV803966,Headphones,4,383.02,1532.08,2025-12-18 22:46:31,Canada
CUST0628,INV487549,Phone,2,957.9,1915.8,2025-10-20 22:46:31,Germany
CUST0736,INV534449,Headphones,2,680.68,1361.36,2025-07-01 22:46:31,France
CUST0826,INV601726,Mouse,4,704.03,2816.12,2025-11-21 22:46:31,Canada
CUST0933,INV302568,Tablet,4,564.1,2256.4,2025-10-21 22:46:31,Germany
CUST0206,INV260785,Mouse,5,594.62,2973.1,2025-04-16 22:46:31,Germany
CUST0071,INV174677,Mouse,2,454.65,909.3,2025-08-21 22:46:31,USA
CUST0006,INV396449,Keyboard,5,77.07,385.34999999999997,2026-01-26 22:46:31,UK
CUST0601,INV849281,Headphones,5,255.0,1275.0,2025-06-15 22:46:31,Germany
CUST0225,INV552776,Headphones,5,857.41,4287.05,2026-01-07 22:46:31,USA
CUST0465,INV816042,Tablet,3,152.64,457.91999999999996,2025-04-16 22:46:31,Australia
CUST0548,INV778922,Phone,3,906.63,2719.89,2025-08-13 22:46:31,USA
CUST0347,INV159487,Mouse,1,45.61,45.61,2026-01-24 22:46:31,Australia
CUST0436,INV979287,Keyboard,4,207.05,828.2,2025-12-12 22:46:31,USA
CUST0148,INV365943,Tablet,4,429.52,1718.08,2025-10-16 22:46:31,Canada
CUST0481,INV759875,Keyboard,4,122.78,491.12,2025-04-21 22:46:31,Germany
CUST0684,INV705609,Tablet,5,511.99,2559.95,2025-08-28 22:46:31,USA
CUST0655,INV677627,Tablet,4,160.47,641.88,2026-01-05 22:46:31,France
CUST0938,INV467056,Laptop,1,285.05,285.05,2025-11-09 22:46:31,USA
CUST0869,INV897768,Mouse,2,289.16,578.32,2025-12-29 22:46:31,Canada
CUST0602,INV228070,Headphones,4,65.13,260.52,2025-08-17 22:46:31,UK
CUST0685,INV554614,Headphones,2,857.37,1714.74,2025-07-08 22:46:31,Australia
CUST0848,INV799512,Laptop,3,603.48,1810.44,2025-05-15 22:46:31,UK
CUST0583,INV929293,Laptop,4,955.61,3822.44,2025-06-17 22:46:31,USA
CUST0102,INV398930,Laptop,4,866.15,3464.6,2025-05-26 22:46:31,France
CUST0003,INV498765,Headphones,3,379.06,1137.18,2025-07-16 22:46:31,Australia
CUST0572,INV126383,Mouse,5,100.86,504.3,2025-07-05 22:46:31,Australia
CUST0582,INV162386,Keyboard,5,712.09,3560.4500000000003,2025-06-11 22:46:31,USA
CUST0237,INV733050,Headphones,2,355.2,710.4,2026-01-08 22:46:31,USA
CUST0093,INV292957,Laptop,5,52.07,260.35,2026-03-11 22:46:31,USA
CUST0094,INV926432,Keyboard,1,462.09,462.09,2026-01-17 22:46:31,Canada
CUST0783,INV145302,Headphones,3,903.58,2710.7400000000002,2025-09-14 22:46:31,USA
CUST0163,INV306414,Phone,3,173.82,521.46,2026-04-08 22:46:31,France
CUST0668,INV597106,Keyboard,1,124.2,124.2,2025-11-11 22:46:31,USA
CUST0348,INV610095,Laptop,4,378.92,1515.68,2025-07-30 22:46:31,USA
CUST0995,INV982556,Phone,5,135.09,675.45,2025-07-01 22:46:31,Australia
CUST0379,INV958308,Mouse,2,897.75,1795.5,2025-07-17 22:46:31,USA
CUST0926,INV444532,Phone,1,539.77,539.77,2025-10-05 22:46:31,Germany
CUST0098,INV661331,Keyboard,2,140.18,280.36,2025-10-25 22:46:31,Canada
CUST0338,INV111909,Keyboard,2,597.92,1195.84,2025-05-26 22:46:31,UK
CUST0914,INV266545,Keyboard,3,540.27,1620.81,2025-09-19 22:46:31,USA
CUST0182,INV418715,Mouse,4,737.74,2950.96,2025-09-21 22:46:31,Australia
CUST0443,INV820547,Mouse,5,802.95,4014.75,2026-02-08 22:46:31,Canada
CUST0235,INV949474,Mouse,1,953.67,953.67,2026-03-05 22:46:31,Canada
CUST0007,INV992435,Keyboard,2,672.83,1345.66,2025-09-02 22:46:31,France
CUST0707,INV646747,Headphones,4,554.0,2216.0,2025-07-22 22:46:31,USA
CUST0502,INV346423,Phone,5,181.18,905.9000000000001,2025-10-08 22:46:31,Australia
CUST0174,INV953741,Phone,3,100.28,300.84000000000003,2025-12-23 22:46:31,Germany
CUST0381,INV772776,Keyboard,4,216.48,865.92,2026-02-22 22:46:31,Australia
CUST0365,INV745974,Tablet,4,385.95,1543.8,2025-12-08 22:46:31,Australia
CUST0430,INV656877,Phone,5,377.87,1889.35,2025-10-24 22:46:31,Canada
CUST0501,INV465779,Headphones,4,992.19,3968.76,2025-11-29 22:46:31,Canada
